PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
197478634,19022125,0,2019-02-03T23:22:00,"1200 Block Ingham St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.0266554112661,40.4670047955341
196374739,19011738,0,2019-01-18T16:04:00,"500 Block Cora St Pittsburgh, PA 15221",N,Homewood South,5,99,9093 Indirect Criminal Contempt,1304,9,2,-79.887811539929,40.4503942725611
196380931,19011766,6,2019-01-18T16:41:00,"3400 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,1,1,-80.038226953709,40.4769999999468
196382339,19011720,14,2019-01-18T11:00:00,"200 Block S Millvale Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,809,7,2,-79.9457223576116,40.4648634313753
196382804,19011751,0,2019-01-18T16:25:00,"1100 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,99,9999 9999 - (Misc. Incident): ,2107,6,1,-80.0212651754904,40.4542119808614
196389664,19012101,10,2019-01-19T03:01:00,"7600 Block Kelly St Pittsburgh, PA 15221",N,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1304,9,2,-79.8906641290753,40.4539698426454
197643562,19024207,18,2019-02-06T23:57:00,"1600 Block Colwell St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,305,6,3,-79.9837553408815,40.4390180249239
196189789,19009660,0,2019-01-15T15:45:00,"5800 Block Baum Blvd Pittsburgh, PA 15206",Y,East Liberty,5,99,3742.1 Accident Involv. Death/Inj. While not Licensed / 1501 Drivers Required to be Licensed.,1115,7,2,-79.9307162018236,40.4590190782052
196400622,19012274,6,2019-01-19T12:00:00,"3400 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,603,7,2,-79.9651623201666,40.4614858513656
196444841,19012808,6,2019-01-20T12:00:00,"2100 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,THEFT FROM AUTO,3934 Theft from Vehicle,2406,1,1,-79.9791267552832,40.4695087985894
196449409,19012909,6,2019-01-20T08:15:00,"1200 Block Hodgkiss St Pittsburgh, PA 15212",Y,Marshall-Shadeland,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,201,1,1,-80.0268902150362,40.4676764849431
196975938,19002510,10,2019-01-28T17:58:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Perry South,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2614,6,1,-80.0165685056208,40.4568744092444
196977310,19018158,26,2019-01-28T18:50:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,CONTRABAND,5123 Contraband.,103,6,6,-79.9931846836602,40.4350718181921
196981641,19018214,99,2019-01-28T09:20:00,"300 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,FOUND PROPERTY,9489 Found Property,1404,8,3,-79.9130515177852,40.4512102510232
196990148,19018417,29,2019-01-29T01:58:00,"200 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,3001,3,5,-79.9903639822533,40.4113719087865
197108451,19018957,17,2019-01-28T12:00:00,Zone 3,N,,3,INVOLUNTARY DEV SEXUAL INTER,3123 Involuntary Deviate Sexual Intercourse.,,,,,
197257550,19017156,0,2019-01-27T03:28:00,"600 Block Exeter St Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): male knocking on door,1517,,,0,0
197374213,19021762,0,2019-02-03T10:30:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,99,3926.C1 THEFT OF SERVICES,2615,6,1,-80.0084511227419,40.4711827668287
197384378,19016739,6,2019-01-26T15:35:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,North Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 2701 Simple Assault.",404,6,6,-79.9960409452176,40.4350395659104
197398914,19022197,1,2019-02-04T02:45:00,"200 Block Plymouth St Pittsburgh, PA 15211",N,Duquesne Heights,3,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1911,2,5,-80.0213580984936,40.4361786332279
197628971,19023987,2,2019-02-06T16:14:00,Zone 6,N,,6,RAPE,3121 Rape.,,,,,
197686677,19024455,14,2019-02-07T10:52:00,"5000 Block Columbo St Pittsburgh, PA 15224",Y,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,1016,,,0,0
195896989,19007146,6,2019-01-11T20:00:00,"1200 Block Wolfrum St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.0103993865639,40.4557452333942
195915202,19007537,99,2019-01-12T11:39:00,"3900 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,603,7,2,-79.9591770158327,40.4623170569709
195955627,19008239,99,2019-01-13T12:12:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,LOST PROPERTY,9504 Lost Property,2708,1,1,-80.0351980801124,40.483254528056
196528966,19013515,26,2019-01-21T17:45:00,"Rosedale St & Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1304,9,2,-79.8860196081172,40.4520149704239
197268258,19020073,10,2019-01-31T20:20:00,"1000 Block Lawndale St Pittsburgh, PA 15221",Y,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1301,9,2,-79.8816832769871,40.4557800518
197270714,19020158,99,2019-01-31T20:52:00,"2400 Block California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2704,,,0,0
195893747,19007105,27,2019-01-11T18:45:00,"Jackson St & N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1102,7,2,-79.9203700493312,40.4711147143461
-2680001880,19008260,27,2019-01-13T12:39:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-79.9980468769971,40.4436186700538
-3025027940,19008250,27,2019-01-13T11:00:00,"400 Block Lawn St Pittsburgh, PA 15213",N,South Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,409,3,3,-79.9606771832314,40.4333930220926
196437490,19012736,99,2019-01-20T08:37:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,9,2,-79.8928013971768,40.4496546331193
196442315,19012776,14,2019-01-20T11:04:00,"100 Block Enterprise St Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1208,,,0,0
196445226,19012824,6,2019-01-20T13:36:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,509,6,3,-79.9728325359297,40.4504453708583
196445544,19012796,14,2019-01-20T12:05:00,"5100 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1017,9,2,-79.9424934567213,40.4664598428219
196445897,19012813,0,2019-01-20T12:41:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,99,3926.C1 THEFT OF SERVICES,1115,,,0,0
196451267,19013021,18,2019-01-20T20:12:00,"Bennett St & Wheeler St Pittsburgh, PA 15221",Y,East Hills,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,1306,9,2,-79.8844062779195,40.454189925887
197549018,19023326,99,2019-02-05T19:03:00,"100 Block Roup Ave Pittsburgh, PA 15206",Y,Friendship,5,AIDED CASE,9497 Aided Case,807,9,2,-79.9339250897801,40.4645653960994
197618907,19023774,14,2019-02-06T06:00:00,"500 Block Grant St Pittsburgh, PA 15219",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.9958972105766,40.4396542222605
197726694,19025027,10,2019-02-08T03:45:00,"5000 Block Cypress St Pittsburgh, PA 15224",Y,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint.,804,7,2,-79.9460253485679,40.458157316039
197779445,19022109,0,2019-02-03T23:45:00,"1700 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,99,9999 9999 - (Misc. Incident): Crash,1920,4,5,-80.0252843254653,40.4084793962549
196088412,19009677,11,2019-01-15T14:00:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT BY DECEPTION,3922 Theft by Deception.,404,,,-79.8783824278341,40.4433210032603
196092889,19009759,0,2019-01-15T14:00:00,"400 Block 4th Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,7,2,-79.9520626773619,40.4667132444277
196392320,19012191,99,2019-01-19T08:32:00,"2200 Block Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2614,6,1,-80.0124124346774,40.4648968716195
196393746,19012188,26,2019-01-19T07:30:00,"4000 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,901,7,2,-79.9649408017302,40.4708761603945
196420958,19012495,27,2019-01-19T20:45:00,"2000 Block Frankella Ave Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8704108138309,40.4517152089351
196424253,19012540,6,2019-01-19T22:50:00,"1400 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0316584901111,40.4689664105157
-3264000813,19012636,10,2019-01-20T02:50:00,"5100 Block Butler St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1011,7,2,-79.9554368193965,40.4783732710048
196433053,19012702,14,2019-01-20T05:20:00,"1100 Block Marshall Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,1,1,-80.0250508503889,40.4668837506012
196439621,19012752,99,2019-01-15T21:00:00,"700 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.9945318961147,40.4422741604836
197157946,19019366,0,2019-01-30T15:27:00,"2900 Block Devlin St Pittsburgh, PA 15210",Y,Arlington,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1603,3,3,-79.9676094080632,40.4148445788391
197489970,19023028,6,2019-02-05T07:30:00,"2700 Block Shiras Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0303182250368,40.4039300669995
197493391,19023040,6,2019-02-05T08:00:00,"2300 Block Vodeli St Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0283016421326,40.4025914138323
197494851,19023058,6,2019-02-05T07:15:00,"1800 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0237655828259,40.407456520326
197498156,19023055,6,2019-02-05T08:25:00,"Dearborn St & N Millvale Ave Pittsburgh, PA 15224",N,Garfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,1017,9,2,-79.9450706451549,40.4660642094184
197499517,19023082,27,2019-02-05T08:46:00,"300 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,305,6,3,-79.9805686679237,40.4413576317846
197502235,19023112,6,2019-02-05T08:00:00,"1600 Block Rutherford Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1916,4,5,-80.026784694016,40.4103403956624
197518648,19023202,6,2019-02-05T12:30:00,"2300 Block Vodeli St Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0283016421326,40.4025914138323
195890057,19007121,5,2019-01-11T15:30:00,"1200 Block Kunkle Way Pittsburgh, PA 15212",N,California-Kirkbride,1,BURGLARY,3502 Burglary.,2507,6,1,-80.0243209118823,40.4603721827731
195914465,19007513,10,2019-01-12T10:30:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.9738397090324,40.4509833047534
195954754,19008216,27,2019-01-13T11:00:00,"5400 Block Keystone St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,7,2,-79.9496106117694,40.4817648000612
196187885,19010512,27,2019-01-16T06:58:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1301,9,2,-79.8864602237102,40.4593708354313
196193768,19007177,6,2019-01-11T20:52:00,"6800 Block Mc Pherson Blvd Pittsburgh, PA 15208",Y,Point Breeze North,4,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1543 Driving While Operating Privilege is Suspended or Revoked.",1405,9,2,-79.9083351385371,40.4546578651435
196382699,19011900,26,2019-01-18T19:10:00,Zone 3,Y,,3,OBSCENE/OTHER SEXUAL MATERIAL/PERFORMANCE,5903 Obscene and Other Sexual Materials and Performances. / 2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE,,,,,
196623295,19013985,6,2019-01-18T20:10:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
196629762,19014175,27,2019-01-22T19:19:00,"Baum Blvd & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,507,6,3,-79.9533372673389,40.4540016585049
-3258001217,19020566,99,2019-02-01T13:14:00,"1400 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2609,,,0,0
197462495,19022517,0,2019-02-04T18:48:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,201,6,6,-80.0064088164826,40.4417408925392
197462828,19022518,0,2019-02-04T18:58:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,201,6,6,-80.0064088164826,40.4417408925392
197463532,19022519,0,2019-02-04T19:27:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,201,6,6,-80.0064088164826,40.4417408925392
197464070,19022520,0,2019-02-04T19:29:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,201,6,6,-80.0064088164826,40.4417408925392
197464348,19022521,0,2019-02-04T19:56:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,201,6,6,-80.0064088164826,40.4417408925392
197656213,19024392,11,2019-02-07T08:32:00,"6400 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CREDIT CARDS,4106 Access Device Fraud,1408,5,3,-79.9184277819459,40.428203514857
197658943,19024402,27,2019-02-07T08:45:00,"6300 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1414,5,3,-79.9211832148484,40.4289810103714
197662765,19024410,6,2019-02-06T19:00:00,"50 Block 11th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,3,3,-79.9876755376991,40.428967496273
197670405,19024429,6,2019-02-03T23:00:00,"5600 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1402,8,3,-79.9304344258707,40.449169342158
197671527,19024443,0,2019-02-06T09:05:00,"500 Block N Neville St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Suspicious Activity/Possible Scam,404,,,-79.886321761544,40.4459790702926
197678717,19024521,10,2019-02-07T11:33:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1403,5,3,-79.9228071341134,40.4379109890663
195914995,19007547,0,2019-01-11T10:00:00,"300 Block S Pacific Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,806,7,2,-79.9406696869241,40.4620042277001
195964313,19007795,99,2019-01-12T18:45:00,"S 14th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,AIDED CASE,9498 302 (Mental) / 9497 Aided Case,1702,3,3,-79.9841490514312,40.42880715024
196158986,19009755,20,2019-01-16T12:00:00,"1900 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2406,1,1,-79.9811975833752,40.4657408596982
196337391,19011447,3,2019-01-18T06:10:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,ROBBERY,3701 Robbery.,2902,4,3,-79.9909025434676,40.4049473205906
196366306,19011700,0,2019-01-18T15:00:00,"300 Block Technology  Dr Pittsburgh, PA 15219",Y,West Oakland,4,99,5902(e) Patronizing a Prostitute / 907 Possessing Instruments of Crime. / 902 Criminal Solicitation.,402,3,3,-79.960881249484,40.4307642683152
196410711,19012390,99,2019-01-19T17:00:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,FOUND DRUGS,9017 Found Drugs,201,6,6,-80.001253904992,40.4389258459612
197112000,19017979,6,2019-01-16T18:00:00,"600 Block Thompson St Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.,1204,9,2,-79.9111381056971,40.4652704134442
197115709,19019180,11,2019-01-28T17:00:00,"4400 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,902,7,2,-79.9594688629647,40.4713895123213
197262093,19020064,99,2019-01-31T17:57:00,"3000 Block Marshall Rd Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2615,1,1,-80.014950838723,40.4760673983119
197347665,19021297,27,2019-02-02T16:57:00,"Washington Blvd & Allegheny River Blvd Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1106,7,2,-79.9078496292392,40.4842769808723
196016945,19009065,5,2019-01-13T16:00:00,"5300 Block Beeler St Pittsburgh, PA 15217",N,Squirrel Hill North,4,BURGLARY,3502 Burglary.,1401,8,3,-79.9336743931519,40.4454236079869
196381222,19007693,0,2019-01-12T15:17:00,"500 Block William Penn Pl Pittsburgh, PA 15219",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,,,0,0
196556379,19013676,99,2019-01-21T23:04:00,"1100 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,MENTAL 201/302,9498 302 (Mental),2814,2,5,-80.0427454203137,40.4441628860725
196568061,19013136,99,2019-01-21T01:00:00,"2900 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,ACCIDENTAL FIRE,9018 Accidental Fire,501,6,3,-79.9670328245115,40.451711544916
-3293001434,19013878,99,2019-01-22T10:26:00,"1800 Block Harpster St Pittsburgh, PA 15212",N,Troy Hill,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2406,1,1,-79.9831864238803,40.4653544969017
196640314,19014305,27,2019-01-22T22:00:00,"2600 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,6,1,-80.0251806578573,40.4680938290671
195925131,19007720,14,2019-01-12T17:30:00,"1000 Block Adon St Pittsburgh, PA 15204",Y,Sheraden,6,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),2022,2,5,-80.0608676199718,40.4538151696759
196074607,19009553,0,2019-01-15T12:30:00,"1300 Block Truax Way Pittsburgh, PA 15212",N,Troy Hill,1,99,425.26 Miscellaneous,2406,1,1,-79.9880101565507,40.4588361541108
196099237,19009665,0,2019-01-15T15:54:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",N,Hazelwood,4,99,607.13 Penalties for Discharging Firearms or Air Guns / 9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1515,5,3,-79.9330729845972,40.4197989425339
